load,price,solar
57.8,27.0,0.0
56.48,25.0,0.0
52.47,23.0,0.0
51.89,22.0,0.0
51.84,22.0,0.0
58.06,23.0,3.0
69.19,26.0,30.0
77.53,33.0,94.0
84.1,35.0,164.0
83.27,31.0,236.0
82.8,29.0,302.0
83.26,26.0,353.0
81.76,23.0,390.0
82.32,22.0,406.0
78.18,20.0,401.0
77.47,20.0,366.0
75.9,19.0,311.0
75.53,22.0,242.0
74.89,24.0,159.0
70.83,26.0,73.0
67.93,26.0,18.0
65.9,24.0,1.0
60.9,22.0,0.0
51.55,14.0,0.0
51.8,10.0,0.0
48.81,9.0,0.0
47.88,9.0,0.0
46.38,9.0,0.0
47.34,12.0,0.0
52.81,16.0,4.0
64.93,26.0,36.0
74.2,32.0,108.0
78.23,33.0,193.0
78.35,31.0,282.0
79.84,29.0,354.0
80.28,28.0,395.0
77.96,26.0,413.0
76.72,26.0,415.0
77.09,25.0,396.0
76.95,25.0,347.0
74.81,28.0,286.0
75.68,31.0,222.0
74.77,35.0,151.0
72.99,39.0,71.0
70.47,38.0,17.0
70.48,38.0,1.0
65.63,37.0,0.0
61.29,32.0,0.0
53.52,29.0,0.0
48.4,28.0,0.0
46.86,25.0,0.0
44.06,24.0,0.0
44.94,23.0,0.0
44.26,25.0,3.0
44.54,27.0,33.0
47.93,34.0,103.0
52.76,31.0,185.0
54.09,26.0,271.0
54.05,26.0,347.0
58.08,27.0,394.0
56.22,25.0,422.0
54.31,24.0,423.0
51.35,23.0,408.0
50.06,22.0,372.0
51.36,23.0,314.0
54.94,28.0,235.0
55.89,33.0,147.0
56.13,40.0,67.0
55.23,41.0,18.0
55.75,40.0,1.0
55.98,36.0,0.0
51.14,31.0,0.0
49.95,28.0,0.0
47.25,25.0,0.0
47.42,23.0,0.0
46.19,21.0,0.0
47.58,23.0,0.0
49.89,23.0,5.0
57.92,29.0,39.0
65.99,38.0,118.0
70.14,37.0,209.0
71.58,36.0,301.0
67.53,31.0,378.0
68.67,30.0,427.0
69.88,28.0,451.0
68.51,26.0,452.0
67.56,25.0,436.0
66.91,26.0,396.0
62.6,27.0,333.0
66.16,33.0,251.0
65.58,36.0,163.0
66.12,38.0,75.0
63.7,37.0,19.0
61.09,36.0,1.0
59.82,36.0,0.0
52.52,29.0,0.0
49.84,24.0,0.0
45.72,22.0,0.0
44.96,21.0,0.0
42.06,20.0,0.0
41.76,21.0,0.0
43.71,21.0,5.0
48.88,22.0,39.0
53.9,24.0,117.0
58.0,27.0,209.0
61.38,27.0,300.0
61.98,26.0,378.0
64.33,25.0,425.0
61.92,22.0,447.0
60.94,22.0,448.0
59.42,20.0,429.0
58.23,20.0,389.0
59.2,20.0,328.0
60.68,24.0,246.0
58.97,27.0,157.0
57.99,31.0,72.0
56.31,34.0,18.0
55.92,34.0,1.0
56.76,33.0,0.0
50.98,29.0,0.0
48.67,22.0,0.0
44.73,17.0,0.0
44.26,16.0,0.0
41.76,15.0,0.0
40.92,14.0,0.0
41.23,14.0,4.0
43.66,14.0,38.0
48.86,16.0,115.0
51.75,16.0,206.0
54.11,18.0,297.0
56.21,18.0,371.0
57.9,21.0,412.0
56.45,20.0,421.0
55.41,18.0,411.0
53.89,16.0,398.0
53.05,14.0,355.0
53.56,15.0,294.0
54.38,17.0,221.0
58.25,23.0,146.0
58.64,24.0,68.0
59.56,25.0,17.0
57.23,26.0,1.0
56.67,29.0,0.0
50.49,23.0,0.0
48.76,25.0,0.0
46.39,23.0,0.0
47.75,22.0,0.0
44.26,20.0,0.0
45.63,21.0,0.0
51.41,24.0,4.0
64.33,30.0,34.0
73.72,40.0,105.0
79.58,44.0,186.0
79.61,41.0,271.0
80.38,41.0,340.0
81.34,42.0,374.0
77.49,39.0,383.0
80.73,36.0,377.0
79.15,34.0,360.0
76.62,33.0,329.0
75.91,32.0,281.0
74.92,35.0,195.0
76.66,36.0,122.0
73.95,39.0,58.0
70.23,34.0,15.0
66.87,32.0,1.0
63.03,32.0,0.0
58.29,26.0,0.0
52.2,24.0,0.0
49.87,23.0,0.0
47.97,21.0,0.0
42.81,19.0,0.0
40.93,20.0,0.0
48.27,22.0,4.0
61.44,29.0,33.0
72.84,40.0,97.0
78.19,45.0,161.0
78.85,42.0,228.0
79.94,41.0,293.0
81.12,41.0,332.0
78.89,38.0,366.0
77.52,38.0,368.0
75.67,35.0,347.0
74.27,35.0,319.0
71.39,34.0,250.0
70.2,35.0,158.0
70.02,37.0,88.0
67.64,38.0,47.0
64.89,36.0,17.0
62.09,33.0,2.0
58.58,33.0,0.0
52.78,28.0,0.0
50.1,27.0,0.0
47.71,25.0,0.0
46.14,23.0,0.0
46.54,21.0,0.0
47.31,21.0,0.0
52.93,23.0,4.0
62.33,34.0,35.0
71.28,40.0,106.0
74.46,43.0,187.0
74.96,40.0,275.0
78.04,37.0,354.0
80.44,37.0,398.0
75.13,34.0,432.0
74.8,32.0,421.0
74.13,31.0,410.0
72.82,31.0,380.0
73.24,32.0,321.0
75.2,35.0,245.0
74.8,38.0,161.0
72.38,40.0,78.0
69.22,39.0,21.0
66.16,37.0,1.0
62.94,34.0,0.0
56.15,30.0,0.0
53.24,28.0,0.0
49.66,26.0,0.0
48.16,24.0,0.0
49.42,23.0,0.0
50.85,24.0,0.0
54.56,25.0,4.0
64.79,33.0,35.0
75.11,40.0,99.0
80.08,42.0,169.0
81.03,38.0,239.0
82.17,36.0,300.0
79.44,35.0,341.0
77.88,32.0,358.0
78.24,31.0,358.0
77.78,31.0,340.0
78.64,31.0,306.0
77.35,32.0,256.0
78.42,38.0,194.0
76.4,42.0,125.0
75.11,44.0,59.0
73.35,42.0,17.0
70.29,39.0,1.0
65.5,37.0,0.0
61.58,31.0,0.0
56.72,28.0,0.0
53.63,26.0,0.0
51.84,25.0,0.0
49.71,24.0,0.0
51.74,25.0,0.0
57.18,26.0,5.0
67.32,33.0,39.0
74.11,41.0,116.0
78.44,44.0,206.0
79.84,41.0,296.0
80.41,37.0,368.0
77.02,36.0,413.0
71.99,33.0,432.0
72.29,32.0,427.0
69.08,31.0,405.0
68.03,31.0,374.0
66.31,32.0,319.0
63.63,36.0,243.0
65.21,38.0,159.0
62.76,40.0,74.0
59.84,39.0,20.0
59.83,38.0,1.0
58.47,35.0,0.0
52.7,30.0,0.0
53.19,27.0,0.0
50.06,25.0,0.0
47.8,23.0,0.0
45.85,22.0,0.0
45.31,22.0,0.0
46.84,21.0,4.0
52.09,22.0,36.0
57.23,24.0,108.0
59.8,27.0,188.0
63.83,28.0,269.0
65.63,28.0,332.0
66.45,27.0,368.0
64.02,25.0,393.0
62.33,23.0,390.0
61.61,21.0,374.0
64.36,20.0,328.0
64.55,21.0,270.0
66.03,23.0,211.0
61.82,26.0,134.0
54.2,29.0,61.0
53.42,29.0,17.0
56.26,29.0,1.0
54.85,29.0,0.0
50.35,25.0,0.0
47.93,19.0,0.0
46.45,16.0,0.0
45.85,14.0,0.0
44.15,13.0,0.0
42.62,13.0,0.0
42.57,11.0,3.0
45.41,9.0,32.0
49.24,11.0,96.0
52.11,13.0,169.0
54.26,15.0,248.0
56.36,16.0,315.0
57.35,17.0,355.0
55.8,15.0,368.0
54.67,13.0,354.0
53.63,13.0,328.0
54.51,13.0,291.0
55.39,13.0,244.0
56.7,16.0,199.0
61.87,23.0,138.0
61.35,25.0,65.0
59.11,25.0,18.0
57.56,25.0,1.0
59.91,25.0,0.0
54.92,20.0,0.0
53.86,22.0,0.0
49.82,20.0,0.0
45.04,18.0,0.0
43.7,16.0,0.0
45.59,16.0,0.0
54.56,19.0,3.0
65.25,30.0,31.0
73.0,38.0,87.0
77.88,41.0,145.0
79.52,40.0,191.0
81.13,39.0,241.0
82.77,40.0,283.0
82.57,36.0,260.0
79.57,35.0,224.0
81.1,32.0,232.0
76.48,32.0,236.0
76.72,31.0,206.0
75.01,33.0,149.0
75.8,36.0,98.0
73.78,38.0,46.0
68.99,37.0,13.0
66.47,36.0,1.0
60.91,35.0,0.0
58.48,29.0,0.0
53.32,27.0,0.0
48.37,25.0,0.0
47.54,25.0,0.0
47.78,23.0,0.0
48.19,23.0,0.0
53.23,25.0,4.0
62.2,33.0,30.0
74.54,41.0,87.0
79.07,45.0,147.0
80.33,43.0,198.0
81.64,43.0,226.0
82.12,42.0,258.0
78.2,39.0,277.0
76.38,37.0,285.0
75.93,36.0,279.0
75.18,34.0,257.0
73.38,32.0,219.0
75.27,36.0,169.0
74.18,39.0,112.0
71.43,40.0,52.0
67.84,40.0,16.0
64.63,38.0,2.0
60.52,37.0,0.0
53.86,31.0,0.0
54.02,29.0,0.0
50.2,27.0,0.0
49.29,27.0,0.0
48.31,25.0,0.0
49.7,24.0,0.0
55.13,26.0,4.0
65.22,34.0,29.0
73.53,42.0,84.0
80.12,43.0,142.0
80.22,39.0,203.0
79.7,37.0,258.0
80.4,37.0,302.0
77.86,32.0,329.0
79.25,31.0,330.0
78.61,30.0,319.0
76.94,29.0,302.0
76.53,30.0,272.0
75.97,33.0,212.0
76.52,36.0,146.0
74.63,38.0,78.0
71.27,38.0,26.0
67.37,34.0,3.0
63.79,33.0,0.0
58.37,28.0,0.0
63.64,25.0,0.0
59.53,23.0,0.0
59.07,22.0,0.0
57.42,20.0,0.0
58.26,20.0,0.0
62.97,23.0,5.0
70.07,30.0,37.0
83.38,39.0,105.0
89.88,44.0,176.0
89.89,44.0,241.0
88.89,43.0,290.0
90.69,44.0,315.0
87.76,41.0,320.0
87.12,38.0,307.0
86.37,35.0,292.0
87.21,31.0,269.0
86.84,29.0,232.0
86.77,31.0,183.0
85.19,32.0,126.0
79.6,34.0,62.0
76.78,34.0,20.0
70.97,32.0,3.0
69.23,32.0,0.0
64.72,26.0,0.0
58.33,27.0,0.0
56.28,25.0,0.0
52.7,23.0,0.0
51.28,22.0,0.0
53.41,22.0,0.0
59.92,25.0,4.0
70.07,31.0,29.0
74.9,38.0,90.0
79.64,41.0,153.0
80.73,39.0,218.0
81.9,36.0,272.0
85.36,36.0,311.0
81.5,32.0,335.0
79.61,31.0,342.0
76.14,30.0,330.0
75.8,29.0,293.0
73.8,29.0,238.0
71.03,32.0,186.0
73.95,34.0,131.0
70.42,35.0,68.0
65.97,34.0,24.0
64.94,34.0,3.0
60.75,35.0,0.0
50.72,29.0,0.0
48.79,27.0,0.0
48.68,26.0,0.0
50.11,23.0,0.0
47.47,22.0,0.0
47.36,22.0,0.0
50.77,22.0,5.0
56.04,24.0,33.0
61.45,25.0,87.0
63.8,28.0,139.0
64.18,30.0,192.0
64.71,30.0,239.0
68.06,29.0,261.0
65.23,28.0,265.0
64.79,26.0,271.0
59.66,23.0,247.0
60.4,22.0,222.0
59.15,22.0,204.0
60.21,24.0,170.0
56.66,29.0,125.0
53.13,31.0,67.0
52.02,33.0,23.0
49.69,32.0,4.0
48.9,34.0,0.0
46.0,29.0,0.0
43.67,23.0,0.0
42.1,19.0,0.0
38.56,19.0,0.0
36.93,19.0,0.0
37.0,18.0,0.0
38.65,16.0,5.0
41.1,17.0,36.0
45.46,18.0,103.0
49.32,19.0,178.0
50.58,21.0,257.0
53.24,22.0,321.0
55.4,24.0,358.0
54.2,21.0,378.0
50.89,20.0,374.0
49.69,19.0,352.0
49.93,18.0,321.0
51.05,19.0,277.0
52.6,22.0,213.0
53.09,28.0,145.0
51.5,31.0,77.0
52.24,33.0,26.0
52.73,32.0,3.0
53.71,33.0,0.0
49.85,29.0,0.0
49.06,27.0,0.0
47.11,25.0,0.0
47.2,24.0,0.0
45.13,23.0,0.0
46.52,22.0,0.0
51.95,25.0,5.0
60.71,34.0,28.0
71.15,42.0,78.0
76.61,44.0,143.0
79.1,42.0,216.0
80.06,40.0,275.0
80.43,40.0,315.0
77.03,37.0,338.0
77.41,37.0,348.0
75.84,36.0,322.0
74.32,35.0,268.0
72.07,35.0,229.0
69.54,37.0,185.0
70.64,41.0,120.0
66.84,43.0,59.0
63.89,41.0,21.0
62.29,38.0,3.0
60.11,38.0,0.0
53.54,32.0,0.0
56.26,29.0,0.0
52.54,27.0,0.0
51.41,26.0,0.0
50.28,25.0,0.0
51.39,25.0,0.0
55.94,26.0,3.0
68.97,34.0,25.0
77.26,41.0,76.0
80.99,45.0,125.0
83.36,44.0,162.0
83.65,41.0,199.0
84.38,41.0,247.0
82.4,36.0,280.0
80.4,36.0,293.0
78.8,33.0,298.0
78.21,32.0,281.0
76.57,29.0,249.0
75.28,30.0,200.0
75.58,32.0,138.0
73.39,35.0,69.0
70.24,36.0,23.0
66.79,34.0,3.0
63.18,32.0,0.0
57.96,26.0,0.0
54.63,25.0,0.0
52.07,24.0,0.0
49.06,22.0,0.0
46.75,21.0,0.0
47.91,21.0,0.0
53.46,23.0,5.0
65.68,30.0,37.0
75.92,36.0,108.0
77.18,38.0,191.0
75.72,36.0,278.0
74.45,35.0,346.0
77.44,35.0,392.0
77.83,31.0,418.0
77.91,31.0,416.0
76.62,30.0,396.0
75.04,30.0,367.0
73.34,30.0,316.0
72.26,32.0,245.0
69.17,38.0,168.0
67.0,42.0,85.0
65.02,42.0,28.0
62.92,40.0,4.0
59.92,38.0,0.0
55.36,33.0,0.0
55.57,29.0,0.0
52.97,28.0,0.0
52.5,27.0,0.0
49.59,26.0,0.0
51.1,26.0,0.0
57.96,27.0,6.0
67.07,35.0,41.0
77.12,43.0,116.0
79.43,44.0,202.0
79.09,43.0,290.0
78.47,41.0,363.0
81.86,40.0,405.0
77.16,37.0,434.0
75.73,36.0,430.0
75.31,35.0,408.0
74.22,35.0,371.0
73.28,35.0,311.0
74.69,38.0,233.0
75.41,42.0,150.0
73.42,43.0,73.0
71.29,44.0,24.0
69.6,42.0,3.0
67.73,41.0,0.0
61.02,35.0,0.0
57.41,32.0,0.0
54.93,30.0,0.0
53.52,29.0,0.0
52.74,28.0,0.0
52.56,28.0,0.0
57.42,30.0,5.0
66.67,35.0,38.0
74.72,44.0,116.0
76.98,45.0,207.0
76.44,43.0,295.0
76.61,42.0,359.0
77.15,40.0,394.0
75.95,35.0,408.0
77.35,36.0,404.0
75.21,33.0,388.0
73.64,35.0,351.0
72.94,35.0,295.0
71.96,37.0,220.0
73.05,40.0,140.0
70.84,40.0,67.0
66.63,39.0,21.0
64.0,37.0,3.0
62.31,36.0,0.0
58.76,31.0,0.0
54.34,32.0,0.0
52.47,29.0,0.0
51.04,27.0,0.0
50.14,26.0,0.0
49.74,26.0,0.0
50.07,25.0,3.0
54.68,27.0,28.0
59.26,28.0,83.0
64.79,32.0,144.0
66.86,33.0,207.0
68.11,32.0,260.0
69.33,32.0,301.0
66.53,29.0,318.0
67.33,27.0,314.0
64.41,24.0,300.0
65.74,23.0,275.0
68.26,23.0,236.0
67.59,25.0,193.0
64.74,29.0,137.0
61.22,31.0,71.0
57.14,32.0,23.0
56.84,31.0,3.0
56.56,32.0,0.0
51.22,28.0,0.0
45.78,23.0,0.0
43.71,19.0,0.0
42.9,18.0,0.0
40.76,16.0,0.0
38.27,16.0,0.0
36.83,14.0,3.0
39.51,14.0,28.0
45.16,17.0,92.0
49.27,19.0,173.0
52.13,20.0,243.0
53.72,19.0,304.0
56.99,20.0,357.0
55.1,19.0,397.0
53.68,17.0,418.0
51.4,16.0,416.0
50.52,15.0,391.0
50.42,16.0,339.0
49.47,24.0,264.0
53.21,29.0,175.0
53.02,33.0,86.0
53.74,36.0,27.0
54.55,36.0,4.0
55.48,37.0,0.0
50.3,32.0,0.0
48.91,30.0,0.0
46.47,28.0,0.0
45.58,25.0,0.0
44.61,24.0,0.0
46.28,25.0,0.0
52.77,27.0,4.0
62.74,36.0,31.0
71.9,44.0,94.0
75.79,45.0,160.0
77.45,44.0,227.0
78.3,43.0,289.0
79.86,41.0,331.0
80.3,40.0,347.0
79.18,39.0,350.0
76.95,35.0,337.0
76.78,36.0,306.0
74.51,36.0,264.0
74.53,39.0,217.0
74.65,43.0,156.0
73.1,45.0,80.0
70.49,45.0,25.0
67.2,42.0,3.0
64.78,40.0,0.0
59.02,35.0,0.0
57.85,32.0,0.0
55.35,31.0,0.0
53.4,29.0,0.0
51.23,28.0,0.0
52.22,28.0,0.0
57.29,30.0,3.0
65.19,37.0,31.0
75.16,45.0,93.0
78.8,45.0,165.0
78.65,42.0,238.0
80.47,38.0,302.0
82.84,37.0,346.0
80.96,34.0,366.0
80.39,33.0,372.0
79.27,32.0,375.0
78.92,33.0,354.0
77.3,35.0,301.0
72.81,40.0,228.0
74.01,42.0,150.0
70.72,44.0,74.0
67.07,44.0,22.0
66.83,41.0,2.0
62.14,40.0,0.0
58.48,34.0,0.0
57.38,29.0,0.0
54.06,28.0,0.0
53.18,28.0,0.0
51.21,27.0,0.0
54.78,27.0,0.0
56.89,29.0,3.0
65.62,36.0,34.0
68.71,42.0,107.0
74.67,43.0,197.0
75.57,38.0,288.0
78.95,35.0,366.0
79.49,34.0,416.0
79.41,32.0,449.0
80.28,30.0,457.0
77.16,30.0,435.0
77.09,31.0,397.0
76.8,32.0,338.0
74.35,37.0,258.0
70.27,40.0,169.0
66.33,42.0,80.0
62.43,39.0,23.0
62.91,37.0,2.0
61.93,34.0,0.0
58.29,29.0,0.0
58.11,28.0,0.0
52.63,26.0,0.0
51.19,25.0,0.0
50.09,24.0,0.0
50.98,25.0,0.0
56.95,27.0,3.0
66.8,34.0,34.0
74.84,41.0,110.0
77.86,42.0,200.0
79.6,38.0,294.0
80.81,35.0,376.0
80.22,33.0,429.0
78.89,30.0,458.0
79.49,29.0,462.0
78.93,29.0,443.0
77.74,30.0,404.0
76.52,31.0,341.0
77.84,38.0,259.0
77.61,41.0,166.0
74.76,45.0,77.0
71.32,45.0,22.0
68.18,42.0,2.0
66.83,38.0,0.0
61.55,31.0,0.0
59.64,30.0,0.0
54.85,29.0,0.0
53.28,28.0,0.0
50.37,28.0,0.0
50.56,29.0,0.0
55.6,32.0,3.0
66.59,41.0,34.0
74.81,52.0,110.0
80.77,55.0,204.0
82.12,48.0,304.0
81.49,45.0,391.0
80.58,43.0,446.0
79.48,38.0,472.0
78.91,36.0,476.0
76.47,35.0,457.0
77.09,37.0,414.0
75.51,40.0,351.0
76.14,46.0,269.0
74.31,54.0,172.0
70.88,56.0,78.0
67.8,50.0,21.0
65.66,48.0,1.0
64.08,46.0,0.0
59.57,39.0,0.0
55.74,41.0,0.0
52.92,37.0,0.0
51.77,34.0,0.0
50.08,32.0,0.0
49.84,33.0,0.0
51.3,33.0,3.0
54.93,36.0,33.0
60.75,39.0,110.0
63.79,41.0,203.0
67.01,42.0,303.0
68.41,38.0,390.0
68.51,36.0,449.0
66.87,35.0,477.0
65.42,33.0,484.0
64.31,33.0,468.0
63.67,33.0,426.0
63.24,37.0,357.0
63.81,42.0,270.0
62.82,46.0,173.0
62.1,49.0,80.0
60.65,48.0,21.0
59.73,48.0,1.0
59.29,49.0,0.0
54.02,42.0,0.0
50.99,33.0,0.0
48.29,30.0,0.0
47.85,29.0,0.0
45.91,27.0,0.0
45.34,27.0,0.0
45.96,27.0,2.0
48.15,27.0,33.0
52.35,28.0,111.0
55.37,29.0,206.0
58.37,30.0,308.0
59.89,29.0,397.0
61.76,31.0,453.0
59.45,29.0,481.0
58.56,28.0,486.0
57.75,28.0,467.0
57.44,28.0,426.0
57.97,28.0,358.0
59.85,31.0,268.0
61.13,37.0,171.0
60.97,39.0,78.0
60.99,42.0,20.0
59.25,43.0,1.0
57.81,41.0,0.0
55.56,37.0,0.0
51.2,32.0,0.0
48.78,30.0,0.0
48.65,30.0,0.0
48.34,29.0,0.0
50.2,30.0,0.0
55.3,33.0,2.0
67.06,45.0,29.0
75.81,52.0,97.0
80.95,53.0,178.0
81.41,52.0,268.0
81.26,49.0,341.0
79.46,46.0,390.0
79.04,43.0,384.0
78.33,38.0,371.0
77.73,37.0,359.0
77.19,40.0,331.0
78.03,48.0,287.0
78.81,55.0,226.0
80.05,58.0,149.0
77.03,58.0,70.0
73.67,59.0,19.0
70.07,57.0,1.0
67.99,56.0,0.0
61.67,48.0,0.0
59.57,36.0,0.0
55.88,34.0,0.0
54.32,33.0,0.0
53.15,32.0,0.0
53.89,32.0,0.0
58.95,34.0,2.0
69.58,45.0,31.0
79.87,56.0,106.0
83.73,58.0,198.0
85.06,54.0,296.0
85.9,48.0,383.0
84.99,46.0,439.0
81.84,42.0,458.0
80.55,39.0,453.0
78.55,40.0,425.0
78.21,42.0,381.0
77.06,45.0,326.0
77.64,53.0,247.0
76.38,53.0,157.0
72.29,56.0,68.0
67.25,52.0,16.0
64.7,46.0,1.0
61.47,44.0,0.0
55.36,37.0,0.0
51.58,31.0,0.0
50.15,28.0,0.0
48.86,28.0,0.0
45.7,26.0,0.0
48.96,26.0,0.0
55.24,29.0,1.0
66.57,34.0,20.0
76.58,41.0,73.0
83.09,41.0,130.0
82.75,37.0,193.0
85.26,34.0,256.0
84.83,30.0,288.0
85.3,27.0,296.0
84.4,24.0,283.0
79.94,22.0,238.0
80.14,22.0,200.0
80.19,23.0,176.0
76.01,27.0,129.0
76.93,31.0,79.0
76.26,33.0,42.0
70.93,33.0,16.0
68.32,32.0,2.0
66.36,32.0,0.0
58.63,25.0,0.0
55.56,23.0,0.0
52.47,21.0,0.0
52.45,21.0,0.0
50.91,19.0,0.0
53.12,20.0,0.0
58.9,22.0,3.0
68.4,31.0,31.0
76.43,37.0,102.0
79.21,37.0,188.0
79.79,33.0,275.0
81.52,31.0,343.0
80.72,29.0,388.0
79.87,23.0,417.0
79.12,20.0,421.0
76.45,17.0,409.0
73.99,18.0,363.0
74.42,18.0,294.0
72.57,25.0,225.0
73.22,27.0,153.0
71.03,34.0,75.0
68.55,36.0,23.0
66.23,36.0,3.0
62.29,34.0,0.0
58.36,28.0,0.0
55.54,28.0,0.0
54.67,27.0,0.0
53.84,27.0,0.0
51.57,24.0,0.0
53.04,25.0,0.0
58.48,27.0,3.0
67.71,34.0,34.0
74.72,38.0,113.0
77.84,38.0,209.0
78.95,34.0,311.0
80.03,32.0,399.0
79.65,32.0,455.0
76.5,28.0,486.0
75.26,27.0,489.0
72.82,26.0,460.0
70.63,27.0,413.0
70.27,29.0,344.0
72.47,39.0,256.0
71.21,42.0,167.0
69.08,45.0,83.0
67.02,48.0,25.0
66.02,47.0,3.0
65.21,46.0,0.0
59.96,40.0,0.0
55.98,34.0,0.0
52.03,32.0,0.0
50.67,29.0,0.0
49.73,29.0,0.0
49.35,29.0,0.0
50.89,28.0,3.0
55.27,30.0,33.0
60.36,33.0,110.0
63.3,34.0,206.0
65.66,36.0,310.0
66.88,32.0,400.0
67.43,30.0,457.0
65.7,28.0,479.0
64.02,26.0,476.0
63.5,27.0,449.0
63.44,27.0,402.0
63.62,28.0,332.0
63.94,34.0,251.0
62.23,39.0,164.0
60.4,41.0,76.0
58.97,40.0,21.0
57.79,38.0,2.0
57.24,38.0,0.0
53.51,34.0,0.0
51.2,30.0,0.0
48.05,28.0,0.0
46.54,27.0,0.0
45.98,26.0,0.0
45.55,24.0,0.0
44.51,21.0,2.0
46.68,20.0,29.0
50.59,22.0,97.0
53.2,24.0,183.0
55.78,24.0,282.0
58.35,23.0,368.0
60.68,26.0,430.0
58.66,21.0,459.0
57.13,20.0,456.0
55.79,18.0,433.0
54.96,19.0,394.0
55.34,19.0,325.0
57.78,24.0,235.0
59.32,27.0,139.0
58.28,30.0,59.0
57.83,31.0,15.0
57.49,32.0,1.0
58.06,34.0,0.0
53.99,30.0,0.0
52.32,28.0,0.0
48.56,25.0,0.0
46.09,24.0,0.0
42.23,22.0,0.0
48.34,23.0,0.0
55.11,26.0,1.0
65.65,33.0,18.0
76.01,45.0,71.0
81.95,50.0,140.0
87.21,49.0,219.0
89.89,47.0,291.0
88.43,46.0,347.0
83.94,42.0,372.0
82.19,40.0,377.0
78.92,39.0,363.0
78.85,38.0,333.0
77.85,36.0,280.0
77.56,40.0,212.0
75.81,45.0,137.0
72.0,46.0,62.0
67.23,44.0,16.0
63.48,42.0,1.0
60.08,39.0,0.0
55.21,32.0,0.0
56.33,31.0,0.0
54.01,28.0,0.0
52.9,27.0,0.0
52.01,26.0,0.0
53.47,26.0,0.0
58.34,29.0,1.0
67.41,38.0,24.0
76.84,49.0,87.0
80.92,50.0,163.0
83.24,49.0,243.0
85.52,49.0,312.0
86.86,50.0,352.0
83.7,46.0,367.0
82.09,44.0,366.0
81.07,41.0,353.0
78.97,39.0,317.0
79.62,39.0,268.0
79.49,41.0,214.0
79.05,46.0,147.0
75.02,48.0,70.0
70.63,47.0,19.0
65.64,44.0,1.0
63.07,43.0,0.0
57.56,34.0,0.0
57.64,36.0,0.0
54.34,32.0,0.0
53.1,31.0,0.0
51.19,30.0,0.0
51.26,30.0,0.0
56.09,32.0,1.0
66.93,40.0,26.0
76.51,54.0,92.0
81.47,57.0,174.0
78.96,56.0,264.0
81.01,52.0,336.0
81.52,51.0,385.0
80.86,49.0,422.0
80.86,46.0,441.0
79.86,43.0,430.0
78.97,44.0,391.0
78.21,44.0,325.0
77.12,49.0,248.0
76.02,52.0,162.0
73.36,56.0,74.0
70.81,57.0,19.0
69.03,55.0,1.0
66.81,55.0,0.0
61.94,43.0,0.0
58.38,47.0,0.0
55.41,39.0,0.0
54.49,37.0,0.0
52.79,33.0,0.0
53.63,34.0,0.0
57.28,38.0,2.0
67.29,47.0,27.0
74.74,59.0,100.0
78.86,58.0,192.0
80.1,57.0,292.0
80.54,56.0,378.0
82.15,57.0,432.0
78.17,51.0,454.0
77.09,46.0,451.0
76.6,45.0,432.0
75.44,45.0,389.0
74.34,46.0,327.0
77.17,50.0,249.0
76.86,54.0,161.0
75.13,58.0,71.0
71.64,56.0,17.0
68.93,54.0,1.0
66.69,54.0,0.0
59.86,43.0,0.0
59.45,38.0,0.0
55.56,34.0,0.0
54.5,31.0,0.0
53.65,31.0,0.0
54.89,30.0,0.0
59.54,33.0,2.0
68.8,39.0,25.0
77.25,48.0,95.0
81.26,48.0,187.0
80.18,47.0,287.0
79.93,44.0,377.0
80.58,42.0,436.0
78.36,37.0,466.0
76.53,33.0,465.0
74.15,29.0,449.0
71.58,29.0,407.0
72.55,33.0,333.0
75.13,40.0,243.0
74.85,46.0,154.0
72.26,49.0,67.0
66.41,47.0,16.0
65.54,47.0,1.0
63.81,46.0,0.0
58.17,37.0,0.0
55.83,38.0,0.0
52.5,35.0,0.0
50.26,33.0,0.0
48.26,31.0,0.0
49.8,30.0,0.0
51.17,30.0,1.0
54.44,32.0,22.0
59.64,35.0,88.0
62.72,37.0,176.0
64.43,38.0,270.0
65.73,36.0,356.0
68.15,37.0,417.0
66.37,36.0,451.0
64.54,33.0,454.0
62.59,31.0,426.0
60.61,31.0,378.0
57.82,31.0,314.0
57.14,34.0,232.0
60.9,39.0,140.0
62.53,41.0,55.0
61.04,42.0,12.0
60.19,42.0,1.0
59.95,43.0,0.0
55.97,38.0,0.0
52.22,34.0,0.0
49.32,31.0,0.0
48.16,29.0,0.0
46.52,28.0,0.0
45.85,27.0,0.0
46.65,26.0,1.0
48.91,24.0,21.0
53.16,23.0,84.0
55.6,25.0,164.0
57.85,26.0,247.0
58.75,26.0,323.0
58.53,28.0,374.0
57.18,28.0,406.0
56.33,26.0,417.0
54.86,23.0,402.0
55.76,24.0,352.0
58.46,25.0,286.0
59.8,28.0,211.0
61.52,31.0,130.0
62.12,35.0,51.0
63.69,38.0,11.0
66.93,38.0,0.0
65.99,38.0,0.0
58.25,35.0,0.0
49.0,31.0,0.0
45.96,28.0,0.0
48.08,27.0,0.0
45.31,27.0,0.0
46.96,26.0,0.0
51.36,31.0,1.0
63.66,36.0,20.0
73.2,48.0,82.0
78.59,50.0,162.0
79.56,48.0,238.0
80.25,48.0,295.0
81.07,50.0,336.0
78.66,46.0,365.0
78.34,44.0,382.0
