load,price,solar
61.77,16.0,0.0
60.63,16.0,0.0
62.02,16.0,0.0
68.85,18.0,0.0
78.84,23.0,0.0
89.69,29.0,8.0
92.79,31.0,28.0
93.65,29.0,81.0
93.34,26.0,146.0
91.83,24.0,196.0
88.75,21.0,218.0
86.85,19.0,214.0
85.69,18.0,176.0
86.32,19.0,110.0
85.79,22.0,43.0
90.78,27.0,12.0
90.86,28.0,7.0
86.27,26.0,0.0
80.87,22.0,0.0
76.62,17.0,0.0
75.55,15.0,0.0
70.76,12.0,0.0
66.76,13.0,0.0
63.81,7.0,0.0
61.97,4.0,0.0
60.39,2.0,0.0
60.37,1.0,0.0
63.1,1.0,0.0
66.87,4.0,0.0
73.61,9.0,8.0
78.14,16.0,27.0
80.6,19.0,76.0
81.38,20.0,137.0
80.58,19.0,191.0
77.53,20.0,219.0
75.57,19.0,209.0
74.4,19.0,166.0
74.25,20.0,103.0
75.76,23.0,39.0
80.83,27.0,11.0
80.05,31.0,7.0
75.86,28.0,0.0
71.71,23.0,0.0
67.73,19.0,0.0
67.8,19.0,0.0
62.98,16.0,0.0
59.72,12.0,0.0
56.7,7.0,0.0
55.24,3.0,0.0
53.61,3.0,0.0
53.44,4.0,0.0
55.5,6.0,0.0
57.93,2.0,0.0
63.89,4.0,8.0
68.38,11.0,24.0
72.05,17.0,58.0
74.65,20.0,97.0
75.66,21.0,127.0
72.6,20.0,137.0
71.63,18.0,121.0
70.23,16.0,90.0
69.85,16.0,59.0
71.0,20.0,27.0
76.84,26.0,10.0
78.62,31.0,7.0
75.05,30.0,0.0
71.37,29.0,0.0
67.21,24.0,0.0
68.68,24.0,0.0
65.12,20.0,0.0
62.25,16.0,0.0
59.84,13.0,0.0
58.91,12.0,0.0
58.07,12.0,0.0
60.01,13.0,0.0
66.88,18.0,0.0
77.48,26.0,0.0
88.24,36.0,8.0
91.44,38.0,28.0
92.08,37.0,74.0
93.01,34.0,127.0
93.6,29.0,173.0
91.13,26.0,195.0
89.88,25.0,187.0
89.77,22.0,154.0
89.34,21.0,103.0
90.04,22.0,45.0
93.89,25.0,13.0
93.16,25.0,7.0
87.65,23.0,0.0
82.16,21.0,0.0
75.24,16.0,0.0
74.3,12.0,0.0
69.43,9.0,0.0
66.36,4.0,0.0
63.95,0.0,0.0
62.1,-4.0,0.0
60.97,-2.0,0.0
62.21,-0.0,0.0
68.66,4.0,0.0
78.26,16.0,0.0
87.84,22.0,10.0
91.13,25.0,35.0
91.86,24.0,90.0
93.1,23.0,151.0
92.94,22.0,201.0
90.08,21.0,226.0
88.64,21.0,217.0
87.82,20.0,175.0
86.17,21.0,112.0
86.7,23.0,47.0
91.64,26.0,13.0
92.45,27.0,7.0
87.24,26.0,0.0
81.28,23.0,0.0
75.49,18.0,0.0
74.69,14.0,0.0
69.95,9.0,0.0
67.19,9.0,0.0
64.66,7.0,0.0
62.48,6.0,0.0
60.51,5.0,0.0
61.64,7.0,0.0
67.73,12.0,0.0
77.61,23.0,0.0
88.38,30.0,8.0
91.98,30.0,29.0
93.68,29.0,65.0
95.42,26.0,101.0
96.69,26.0,126.0
96.1,24.0,132.0
96.41,23.0,124.0
96.1,23.0,100.0
95.41,24.0,64.0
94.68,28.0,29.0
96.95,35.0,11.0
95.65,37.0,7.0
89.86,33.0,0.0
83.38,30.0,0.0
77.21,25.0,0.0
76.02,23.0,0.0
71.68,17.0,0.0
68.83,19.0,0.0
66.63,17.0,0.0
65.42,15.0,0.0
64.27,15.0,0.0
65.67,16.0,0.0
71.36,17.0,0.0
81.29,22.0,0.0
90.44,32.0,8.0
93.47,35.0,31.0
94.22,33.0,82.0
94.58,31.0,140.0
95.93,28.0,187.0
93.46,28.0,208.0
92.33,29.0,189.0
91.89,30.0,142.0
90.86,31.0,87.0
91.84,33.0,36.0
96.23,37.0,12.0
97.04,41.0,7.0
91.98,39.0,0.0
85.8,34.0,0.0
79.14,29.0,0.0
77.5,28.0,0.0
72.88,26.0,0.0
68.67,23.0,0.0
65.55,22.0,0.0
63.77,22.0,0.0
62.54,21.0,0.0
64.03,21.0,0.0
70.65,23.0,0.0
80.06,28.0,0.0
89.55,38.0,9.0
92.54,38.0,33.0
93.48,38.0,86.0
93.98,35.0,145.0
94.11,34.0,188.0
91.5,32.0,206.0
88.91,29.0,186.0
87.19,27.0,139.0
86.09,27.0,87.0
87.31,26.0,38.0
91.88,31.0,12.0
92.47,33.0,7.0
86.8,28.0,0.0
80.5,27.0,0.0
74.88,23.0,0.0
73.29,22.0,0.0
68.69,20.0,0.0
65.95,23.0,0.0
63.37,20.0,0.0
61.76,19.0,0.0
60.5,17.0,0.0
61.07,16.0,0.0
63.15,16.0,0.0
65.38,16.0,0.0
71.21,19.0,9.0
75.71,22.0,35.0
78.23,21.0,93.0
78.32,20.0,163.0
77.86,19.0,233.0
75.26,17.0,273.0
72.74,16.0,267.0
71.17,14.0,219.0
71.42,15.0,141.0
72.89,17.0,60.0
79.33,23.0,16.0
81.0,26.0,7.0
76.34,24.0,0.0
72.3,19.0,0.0
69.01,16.0,0.0
69.15,16.0,0.0
64.34,14.0,0.0
61.58,10.0,0.0
58.61,6.0,0.0
57.33,5.0,0.0
55.51,3.0,0.0
55.19,2.0,0.0
56.29,3.0,0.0
57.87,4.0,0.0
62.96,7.0,11.0
66.75,8.0,42.0
70.16,13.0,102.0
72.43,15.0,172.0
73.98,17.0,233.0
71.12,18.0,271.0
68.58,14.0,261.0
66.2,14.0,204.0
65.68,12.0,128.0
67.77,14.0,56.0
74.05,19.0,16.0
77.53,25.0,7.0
75.01,23.0,0.0
71.6,20.0,0.0
67.27,16.0,0.0
68.19,16.0,0.0
64.08,11.0,0.0
61.66,5.0,0.0
58.94,3.0,0.0
57.95,2.0,0.0
56.92,1.0,0.0
58.91,2.0,0.0
66.47,5.0,0.0
76.6,15.0,0.0
87.18,22.0,10.0
90.86,21.0,38.0
91.6,20.0,95.0
91.52,20.0,157.0
91.57,19.0,212.0
89.4,18.0,242.0
89.51,18.0,236.0
88.18,18.0,193.0
87.76,19.0,124.0
88.22,20.0,55.0
92.75,24.0,16.0
93.63,27.0,7.0
88.33,25.0,0.0
82.99,22.0,0.0
75.8,17.0,0.0
73.56,15.0,0.0
67.82,9.0,0.0
65.78,1.0,0.0
63.12,-10.0,0.0
60.89,-13.0,0.0
59.8,-10.0,0.0
61.78,-5.0,0.0
67.7,2.0,0.0
76.87,14.0,0.0
86.58,24.0,11.0
89.28,26.0,44.0
89.15,25.0,107.0
89.03,25.0,185.0
88.83,26.0,253.0
86.51,26.0,282.0
85.26,27.0,261.0
83.83,28.0,208.0
83.51,29.0,138.0
84.19,31.0,62.0
89.3,34.0,18.0
90.37,38.0,7.0
85.54,33.0,0.0
79.58,28.0,0.0
73.88,25.0,0.0
72.71,24.0,0.0
68.03,17.0,0.0
65.83,14.0,0.0
62.67,13.0,0.0
61.87,13.0,0.0
61.1,11.0,0.0
62.09,12.0,0.0
67.01,15.0,0.0
78.17,22.0,0.0
89.5,31.0,9.0
94.18,31.0,26.0
96.17,29.0,59.0
96.87,28.0,99.0
98.12,27.0,123.0
95.87,25.0,142.0
95.33,25.0,144.0
94.54,25.0,121.0
93.23,27.0,84.0
92.96,29.0,43.0
96.56,35.0,15.0
97.04,39.0,7.0
91.11,36.0,0.0
85.02,29.0,0.0
78.14,26.0,0.0
76.88,23.0,0.0
71.68,21.0,0.0
67.87,20.0,0.0
65.36,19.0,0.0
64.52,18.0,0.0
62.73,17.0,0.0
64.17,17.0,0.0
70.99,19.0,0.0
81.51,23.0,0.0
91.22,31.0,10.0
94.09,31.0,44.0
95.22,28.0,110.0
96.24,25.0,182.0
94.93,25.0,238.0
92.23,24.0,259.0
91.85,23.0,243.0
91.02,23.0,200.0
90.14,26.0,137.0
89.87,28.0,63.0
94.6,35.0,17.0
97.11,41.0,7.0
92.17,37.0,0.0
86.25,31.0,0.0
79.42,28.0,0.0
77.28,26.0,0.0
71.98,23.0,0.0
68.67,23.0,0.0
65.92,23.0,0.0
64.56,22.0,0.0
62.91,22.0,0.0
64.4,22.0,0.0
71.16,23.0,0.0
82.88,30.0,0.0
91.82,39.0,11.0
94.82,40.0,48.0
95.35,38.0,120.0
94.99,35.0,200.0
93.84,33.0,265.0
90.88,31.0,300.0
88.74,29.0,284.0
87.65,26.0,221.0
86.78,26.0,140.0
87.21,30.0,63.0
92.78,38.0,18.0
94.28,42.0,8.0
88.31,38.0,0.0
82.01,33.0,0.0
76.03,28.0,0.0
74.5,27.0,0.0
69.38,26.0,0.0
65.78,24.0,0.0
62.36,22.0,0.0
60.58,22.0,0.0
58.47,20.0,0.0
58.59,20.0,0.0
61.74,20.0,0.0
65.52,21.0,0.0
71.26,22.0,10.0
75.82,24.0,36.0
79.08,26.0,88.0
79.93,26.0,142.0
79.35,25.0,188.0
76.37,24.0,214.0
73.43,22.0,215.0
72.01,21.0,192.0
71.93,22.0,140.0
72.56,21.0,68.0
78.19,25.0,20.0
80.44,28.0,8.0
76.2,25.0,0.0
72.67,21.0,0.0
68.23,19.0,0.0
68.38,20.0,0.0
63.91,17.0,0.0
60.47,15.0,0.0
57.53,13.0,0.0
56.52,13.0,0.0
54.99,11.0,0.0
54.95,11.0,0.0
56.68,11.0,0.0
58.2,9.0,0.0
63.28,12.0,13.0
67.38,13.0,49.0
70.52,16.0,108.0
72.52,17.0,178.0
73.5,19.0,253.0
70.95,18.0,294.0
70.15,17.0,277.0
69.59,16.0,208.0
69.16,16.0,126.0
69.92,18.0,57.0
73.47,24.0,17.0
76.31,28.0,8.0
73.68,27.0,0.0
70.07,24.0,0.0
65.78,21.0,0.0
67.1,22.0,0.0
63.34,19.0,0.0
62.04,17.0,0.0
60.76,16.0,0.0
59.6,15.0,0.0
58.39,14.0,0.0
59.83,15.0,0.0
67.03,17.0,0.0
78.2,24.0,0.0
88.16,33.0,13.0
93.19,33.0,41.0
94.98,32.0,89.0
95.71,30.0,135.0
95.68,29.0,175.0
93.58,27.0,195.0
92.6,26.0,188.0
92.05,25.0,158.0
91.19,25.0,109.0
90.8,26.0,55.0
93.44,29.0,18.0
94.21,33.0,8.0
88.39,30.0,0.0
82.14,26.0,0.0
75.84,23.0,0.0
73.93,22.0,0.0
68.86,20.0,0.0
65.8,23.0,0.0
63.41,22.0,0.0
62.42,21.0,0.0
61.34,20.0,0.0
63.48,20.0,0.0
70.25,23.0,0.0
80.57,29.0,0.0
90.48,41.0,13.0
94.79,42.0,41.0
95.68,39.0,91.0
96.1,37.0,142.0
97.48,36.0,176.0
95.13,33.0,179.0
95.26,33.0,166.0
94.5,32.0,138.0
93.47,33.0,96.0
93.32,34.0,48.0
96.29,39.0,16.0
96.68,48.0,8.0
91.47,42.0,0.0
85.22,35.0,0.0
78.98,30.0,0.0
77.39,28.0,0.0
71.66,25.0,0.0
69.35,20.0,0.0
66.79,20.0,0.0
65.51,19.0,0.0
64.45,17.0,0.0
65.97,18.0,0.0
71.06,19.0,0.0
80.28,24.0,0.0
90.62,35.0,9.0
94.61,35.0,24.0
96.27,33.0,62.0
97.69,29.0,94.0
97.66,28.0,126.0
95.13,26.0,154.0
95.09,26.0,145.0
94.27,26.0,129.0
93.19,28.0,97.0
92.46,30.0,49.0
95.39,36.0,16.0
96.85,44.0,8.0
91.91,42.0,0.0
85.7,34.0,0.0
78.91,28.0,0.0
77.39,26.0,0.0
72.03,23.0,0.0
68.7,21.0,0.0
65.63,20.0,0.0
64.94,21.0,0.0
62.88,20.0,0.0
64.51,21.0,0.0
70.45,22.0,0.0
80.46,29.0,0.0
90.76,37.0,18.0
94.94,38.0,65.0
96.15,35.0,131.0
97.44,29.0,192.0
98.28,27.0,240.0
95.98,25.0,270.0
95.61,25.0,281.0
94.7,25.0,239.0
93.86,29.0,159.0
93.72,31.0,79.0
96.17,39.0,24.0
96.52,47.0,8.0
91.35,41.0,0.0
84.86,33.0,0.0
79.1,26.0,0.0
77.2,24.0,0.0
72.11,21.0,0.0
68.55,21.0,0.0
66.95,21.0,0.0
65.04,20.0,0.0
63.92,20.0,0.0
64.93,20.0,0.0
71.51,21.0,0.0
80.92,27.0,0.0
91.16,38.0,14.0
96.22,42.0,43.0
97.04,39.0,91.0
98.12,34.0,143.0
98.18,32.0,186.0
94.58,30.0,219.0
92.27,28.0,210.0
90.15,27.0,173.0
88.9,27.0,115.0
88.6,27.0,59.0
91.54,31.0,20.0
92.89,34.0,8.0
87.25,27.0,0.0
81.37,23.0,0.0
75.51,20.0,0.0
74.59,19.0,0.0
69.88,16.0,0.0
67.17,20.0,0.0
63.97,16.0,0.0
61.26,14.0,0.0
59.43,12.0,0.0
59.46,10.0,0.0
62.9,9.0,0.0
65.99,7.0,0.0
72.55,8.0,19.0
76.04,13.0,74.0
78.78,15.0,161.0
79.36,16.0,253.0
79.12,16.0,322.0
76.65,16.0,345.0
76.0,15.0,315.0
74.83,14.0,232.0
75.23,15.0,137.0
77.1,15.0,64.0
81.36,18.0,20.0
81.78,23.0,8.0
77.48,21.0,0.0
73.69,16.0,0.0
68.82,13.0,0.0
69.01,12.0,0.0
64.63,9.0,0.0
61.05,3.0,0.0
57.82,0.0,0.0
56.66,1.0,0.0
54.79,-1.0,0.0
54.54,-6.0,0.0
55.9,-8.0,0.0
56.83,-7.0,0.0
61.71,-2.0,17.0
64.98,2.0,58.0
69.41,7.0,121.0
72.81,9.0,184.0
75.0,11.0,233.0
72.43,10.0,257.0
69.61,7.0,245.0
67.2,7.0,204.0
66.17,6.0,143.0
66.54,8.0,74.0
69.87,14.0,24.0
74.72,18.0,8.0
73.3,17.0,0.0
69.67,14.0,0.0
66.13,12.0,0.0
66.84,11.0,0.0
63.4,8.0,0.0
60.44,6.0,0.0
57.59,5.0,0.0
56.8,4.0,0.0
55.55,2.0,0.0
57.05,4.0,0.0
65.22,8.0,0.0
77.25,16.0,0.0
85.72,26.0,25.0
89.12,28.0,90.0
89.54,29.0,195.0
89.06,25.0,309.0
88.39,24.0,404.0
85.17,23.0,449.0
84.46,22.0,425.0
83.65,21.0,342.0
82.94,22.0,224.0
83.54,23.0,108.0
87.57,27.0,33.0
91.86,31.0,9.0
87.07,28.0,0.0
80.48,24.0,0.0
73.98,20.0,0.0
71.71,17.0,0.0
66.75,14.0,0.0
63.52,17.0,0.0
60.51,16.0,0.0
58.81,15.0,0.0
57.61,15.0,0.0
59.73,16.0,0.0
66.09,19.0,0.0
77.8,24.0,0.0
87.17,31.0,19.0
90.67,31.0,65.0
90.93,30.0,134.0
91.63,29.0,198.0
92.35,29.0,246.0
90.04,26.0,263.0
90.14,25.0,238.0
89.45,25.0,196.0
88.78,26.0,135.0
88.24,25.0,66.0
91.24,29.0,21.0
93.7,35.0,8.0
89.39,32.0,0.0
83.15,26.0,0.0
77.34,23.0,0.0
76.54,21.0,0.0
71.0,18.0,0.0
66.98,18.0,0.0
64.34,17.0,0.0
62.81,17.0,0.0
62.12,16.0,0.0
63.49,17.0,0.0
68.6,20.0,0.0
79.23,26.0,0.0
88.46,31.0,21.0
90.95,31.0,81.0
91.09,28.0,185.0
91.54,26.0,266.0
91.46,25.0,322.0
89.18,24.0,342.0
88.53,23.0,330.0
87.44,23.0,277.0
86.37,24.0,193.0
86.52,27.0,100.0
90.52,34.0,32.0
94.95,41.0,9.0
90.57,38.0,0.0
84.49,30.0,0.0
78.17,28.0,0.0
75.66,25.0,0.0
70.92,20.0,0.0
67.29,22.0,0.0
64.51,21.0,0.0
63.28,20.0,0.0
62.27,20.0,0.0
63.33,20.0,0.0
69.88,22.0,0.0
81.25,27.0,0.0
90.43,37.0,18.0
93.64,38.0,60.0
93.78,34.0,124.0
94.55,30.0,188.0
94.92,27.0,236.0
92.52,25.0,257.0
91.85,24.0,244.0
91.31,26.0,197.0
90.51,26.0,132.0
90.71,29.0,68.0
93.08,35.0,23.0
95.84,40.0,8.0
91.84,38.0,0.0
85.43,31.0,0.0
78.93,27.0,0.0
76.56,24.0,0.0
70.92,22.0,0.0
67.47,22.0,0.0
64.68,21.0,0.0
63.47,20.0,0.0
61.91,20.0,0.0
63.6,20.0,0.0
70.13,22.0,0.0
80.73,28.0,1.0
88.87,37.0,25.0
91.27,38.0,88.0
90.98,33.0,179.0
90.92,31.0,268.0
90.72,28.0,346.0
88.16,27.0,384.0
85.68,25.0,355.0
84.11,25.0,291.0
83.11,25.0,207.0
83.26,27.0,110.0
87.88,34.0,35.0
92.58,40.0,10.0
87.91,38.0,0.0
81.63,34.0,0.0
75.16,29.0,0.0
73.98,27.0,0.0
69.36,25.0,0.0
65.49,26.0,0.0
62.65,24.0,0.0
61.1,23.0,0.0
59.46,22.0,0.0
59.74,22.0,0.0
62.37,22.0,0.0
65.43,23.0,1.0
71.31,26.0,29.0
75.36,28.0,94.0
78.41,27.0,195.0
78.75,25.0,302.0
78.58,23.0,378.0
75.85,20.0,406.0
74.24,19.0,379.0
72.87,19.0,304.0
72.7,19.0,206.0
72.86,22.0,106.0
76.22,27.0,33.0
80.45,33.0,9.0
76.4,32.0,0.0
71.65,27.0,0.0
67.09,25.0,0.0
67.08,25.0,0.0
62.59,22.0,0.0
60.14,18.0,0.0
57.26,16.0,0.0
56.0,15.0,0.0
54.24,14.0,0.0
54.58,14.0,0.0
55.22,14.0,0.0
56.78,14.0,0.0
62.06,15.0,22.0
66.21,18.0,70.0
69.74,20.0,145.0
71.89,20.0,222.0
73.76,21.0,276.0
71.23,19.0,304.0
69.2,16.0,289.0
67.88,15.0,238.0
66.73,15.0,169.0
67.65,16.0,93.0
70.48,20.0,32.0
75.82,27.0,10.0
73.7,27.0,0.0
69.85,24.0,0.0
65.81,22.0,0.0
66.98,22.0,0.0
62.68,19.0,0.0
60.57,17.0,0.0
58.37,15.0,0.0
57.12,15.0,0.0
56.29,14.0,0.0
58.16,14.0,0.0
65.41,16.0,0.0
78.09,21.0,0.0
88.06,26.0,18.0
93.12,27.0,52.0
94.64,28.0,107.0
96.81,27.0,174.0
97.98,27.0,220.0
95.9,25.0,234.0
95.21,25.0,214.0
94.08,25.0,180.0
92.33,25.0,152.0
91.76,25.0,96.0
92.7,30.0,32.0
94.79,35.0,8.0
89.79,33.0,0.0
83.09,28.0,0.0
76.25,24.0,0.0
74.0,22.0,0.0
68.44,20.0,0.0
65.05,22.0,0.0
63.82,22.0,0.0
63.32,22.0,0.0
62.04,20.0,0.0
63.13,20.0,0.0
70.37,22.0,0.0
81.15,30.0,0.0
90.64,38.0,24.0
94.14,38.0,74.0
94.97,34.0,139.0
96.04,32.0,199.0
96.16,30.0,244.0
94.74,28.0,269.0
94.97,27.0,266.0
94.73,26.0,232.0
93.74,25.0,171.0
92.55,24.0,99.0
94.14,27.0,36.0
97.36,31.0,11.0
92.18,26.0,0.0
85.72,23.0,0.0
78.78,20.0,0.0
77.41,19.0,0.0
72.42,16.0,0.0
69.66,15.0,0.0
66.77,14.0,0.0
65.92,12.0,0.0
63.88,12.0,0.0
65.31,14.0,0.0
71.06,15.0,0.0
80.7,21.0,0.0
89.08,25.0,25.0
92.16,27.0,77.0
92.66,27.0,150.0
93.08,27.0,218.0
92.64,27.0,263.0
90.31,26.0,281.0
89.49,25.0,283.0
88.42,26.0,251.0
87.5,26.0,180.0
87.07,27.0,101.0
90.12,29.0,38.0
94.83,35.0,11.0
90.29,33.0,0.0
84.74,27.0,0.0
78.4,24.0,0.0
76.7,22.0,0.0
71.24,20.0,0.0
66.89,19.0,0.0
64.28,18.0,0.0
63.44,18.0,0.0
62.56,18.0,0.0
63.84,18.0,0.0
70.22,19.0,0.0
81.13,24.0,0.0
90.54,31.0,25.0
94.34,34.0,73.0
95.38,32.0,139.0
97.09,31.0,202.0
97.31,30.0,243.0
94.83,29.0,250.0
94.48,28.0,235.0
94.16,28.0,197.0
93.51,28.0,143.0
92.98,29.0,83.0
94.34,33.0,30.0
97.1,39.0,10.0
92.35,38.0,0.0
85.98,32.0,0.0
79.71,28.0,0.0
78.04,26.0,0.0
72.92,23.0,0.0
69.37,23.0,0.0
66.19,22.0,0.0
64.36,21.0,0.0
62.93,20.0,0.0
64.52,20.0,0.0
70.69,21.0,0.0
81.65,26.0,0.0
90.4,31.0,26.0
94.44,34.0,77.0
94.71,30.0,148.0
94.02,27.0,218.0
91.62,24.0,281.0
87.28,23.0,327.0
85.25,22.0,331.0
83.78,22.0,287.0
82.72,23.0,211.0
83.07,23.0,120.0
86.51,28.0,44.0
91.73,31.0,12.0
87.56,30.0,0.0
81.33,24.0,0.0
74.84,22.0,0.0
74.17,21.0,0.0
69.47,20.0,0.0
65.76,21.0,0.0
62.71,19.0,0.0
60.98,19.0,0.0
59.12,18.0,0.0
59.33,18.0,0.0
62.17,18.0,0.0
65.0,18.0,0.0
70.35,21.0,33.0
74.56,25.0,99.0
77.68,28.0,190.0
78.73,27.0,278.0
78.38,26.0,336.0
75.78,25.0,346.0
73.68,24.0,312.0
72.83,23.0,257.0
72.36,23.0,190.0
72.91,23.0,111.0
76.16,27.0,42.0
79.89,31.0,12.0
76.12,32.0,0.0
71.25,28.0,0.0
66.82,25.0,0.0
67.39,25.0,0.0
62.71,23.0,0.0
59.23,18.0,0.0
56.89,17.0,0.0
55.58,16.0,0.0
53.81,16.0,0.0
53.86,15.0,0.0
55.31,16.0,0.0
56.6,15.0,1.0
62.56,15.0,33.0
66.27,17.0,97.0
68.26,20.0,185.0
70.71,20.0,265.0
72.36,20.0,323.0
69.23,18.0,334.0
67.28,17.0,307.0
66.13,16.0,255.0
64.85,15.0,185.0
65.69,16.0,105.0
69.24,20.0,39.0
75.26,26.0,11.0
73.64,28.0,0.0
70.53,22.0,0.0
66.47,21.0,0.0
68.0,20.0,0.0
64.2,19.0,0.0
61.36,16.0,0.0
59.08,14.0,0.0
58.18,14.0,0.0
57.8,15.0,0.0
60.03,15.0,0.0
67.5,18.0,0.0
79.19,26.0,1.0
89.27,33.0,28.0
92.88,33.0,80.0
93.79,30.0,154.0
94.33,29.0,224.0
94.97,29.0,272.0
92.94,29.0,292.0
93.71,28.0,281.0
92.88,28.0,240.0
91.82,28.0,176.0
91.6,29.0,102.0
92.76,33.0,40.0
95.52,42.0,12.0
91.56,42.0,0.0
85.23,35.0,0.0
78.73,30.0,0.0
76.38,28.0,0.0
70.86,25.0,0.0
67.77,26.0,0.0
65.1,25.0,0.0
64.96,23.0,0.0
63.34,22.0,0.0
64.06,23.0,0.0
70.92,25.0,0.0
80.82,33.0,1.0
90.41,39.0,31.0
93.56,38.0,87.0
94.44,35.0,157.0
95.32,31.0,221.0
95.79,29.0,267.0
93.74,27.0,277.0
92.87,27.0,264.0
91.61,26.0,230.0
90.89,27.0,173.0
90.9,29.0,101.0
91.68,33.0,40.0
95.5,42.0,12.0
91.52,41.0,0.0
85.03,30.0,0.0
78.47,25.0,0.0
76.63,24.0,0.0
71.69,22.0,0.0
68.5,22.0,0.0
66.17,20.0,0.0
64.87,20.0,0.0
62.61,19.0,0.0
64.17,19.0,0.0
70.71,21.0,0.0
79.68,25.0,1.0
88.57,32.0,39.0
92.28,32.0,112.0
92.36,27.0,205.0
92.27,24.0,287.0
91.66,22.0,339.0
88.27,21.0,365.0
87.81,20.0,364.0
87.32,21.0,319.0
86.24,22.0,234.0
86.13,24.0,134.0
88.14,31.0,51.0
93.58,39.0,14.0
90.02,37.0,0.0
84.16,29.0,0.0
77.61,25.0,0.0
75.64,24.0,0.0
71.35,22.0,0.0
68.38,20.0,0.0
65.74,19.0,0.0
64.53,19.0,0.0
63.16,20.0,0.0
64.95,20.0,0.0
71.45,21.0,0.0
80.61,29.0,2.0
89.01,35.0,46.0
91.07,33.0,131.0
90.45,30.0,236.0
91.8,27.0,323.0
91.74,25.0,382.0
88.34,25.0,403.0
87.9,25.0,375.0
87.08,26.0,312.0
87.3,26.0,223.0
86.45,28.0,127.0
88.41,32.0,49.0
93.45,39.0,14.0
90.41,38.0,0.0
84.54,31.0,0.0
78.26,26.0,0.0
76.83,25.0,0.0
71.27,22.0,0.0
67.37,22.0,0.0
64.49,21.0,0.0
62.93,21.0,0.0
61.83,20.0,0.0
63.14,22.0,0.0
69.65,23.0,0.0
79.45,28.0,2.0
88.64,35.0,37.0
92.87,35.0,100.0
94.06,33.0,178.0
94.2,30.0,234.0
94.25,28.0,257.0
91.74,26.0,261.0
90.26,26.0,241.0
88.82,25.0,205.0
87.56,25.0,157.0
87.14,25.0,98.0
89.13,30.0,42.0
92.07,34.0,13.0
87.76,34.0,0.0
81.1,30.0,0.0
74.33,26.0,0.0
73.42,24.0,0.0
68.7,23.0,0.0
65.07,25.0,0.0
62.09,23.0,0.0
60.76,22.0,0.0
58.74,21.0,0.0
58.74,21.0,0.0
61.14,22.0,0.0
64.15,23.0,2.0
69.57,24.0,38.0
74.98,26.0,96.0
78.76,28.0,169.0
80.58,26.0,230.0
81.38,24.0,263.0
78.87,23.0,272.0
76.96,22.0,253.0
75.75,21.0,216.0
75.22,21.0,166.0
75.26,22.0,105.0
77.53,26.0,46.0
80.17,31.0,14.0
76.63,33.0,0.0
72.01,29.0,0.0
67.18,26.0,0.0
67.39,26.0,0.0
62.87,24.0,0.0
59.19,20.0,0.0
56.46,19.0,0.0
55.95,18.0,0.0
53.49,18.0,0.0
53.23,18.0,0.0
54.83,18.0,0.0
56.22,17.0,3.0
62.11,17.0,45.0
66.48,19.0,118.0
70.35,19.0,204.0
73.15,20.0,263.0
74.65,20.0,293.0
73.17,20.0,286.0
71.84,18.0,256.0
70.27,16.0,223.0
68.73,16.0,180.0
68.82,16.0,116.0
70.78,20.0,50.0
76.1,28.0,14.0
74.15,30.0,0.0
70.66,27.0,0.0
66.73,23.0,0.0
67.72,23.0,0.0
64.02,21.0,0.0
61.08,20.0,0.0
58.86,19.0,0.0
57.82,19.0,0.0
56.68,19.0,0.0
59.26,19.0,0.0
67.14,21.0,0.0
78.32,29.0,3.0
87.83,37.0,49.0
90.78,35.0,133.0
91.2,31.0,253.0
91.08,27.0,365.0
90.77,26.0,436.0
88.45,24.0,460.0
87.44,22.0,439.0
86.31,23.0,374.0
85.64,23.0,275.0
85.73,24.0,160.0
86.34,29.0,64.0
92.21,37.0,17.0
90.22,40.0,0.0
83.82,31.0,0.0
77.06,27.0,0.0
74.98,26.0,0.0
69.41,23.0,0.0
66.42,23.0,0.0
63.5,22.0,0.0
61.99,21.0,0.0
60.99,21.0,0.0
62.64,21.0,0.0
69.48,22.0,0.0
80.09,25.0,3.0
90.16,34.0,40.0
94.5,35.0,100.0
95.63,33.0,170.0
97.25,31.0,230.0
97.58,30.0,272.0
95.98,28.0,283.0
95.16,26.0,272.0
94.35,26.0,223.0
93.37,25.0,172.0
92.15,25.0,107.0
93.2,28.0,48.0
95.82,34.0,16.0
92.26,36.0,0.0
86.49,29.0,0.0
79.55,25.0,0.0
77.65,23.0,0.0
72.0,20.0,0.0
68.64,22.0,0.0
66.05,20.0,0.0
64.84,20.0,0.0
63.48,20.0,0.0
64.92,20.0,0.0
72.47,22.0,0.0
82.62,26.0,4.0
90.89,32.0,50.0
94.04,32.0,122.0
94.57,28.0,206.0
95.3,25.0,292.0
95.09,24.0,334.0
91.86,23.0,366.0
90.29,22.0,372.0
89.48,22.0,325.0
88.42,22.0,244.0
87.81,24.0,149.0
89.04,29.0,63.0
93.58,36.0,17.0
90.9,38.0,0.0
84.69,32.0,0.0
77.96,27.0,0.0
77.02,26.0,0.0
71.4,23.0,0.0
67.82,23.0,0.0
65.77,22.0,0.0
64.0,22.0,0.0
62.72,22.0,0.0
64.22,22.0,0.0
71.47,24.0,0.0
80.29,31.0,7.0
88.48,36.0,67.0
90.39,36.0,172.0
89.91,29.0,288.0
89.91,25.0,379.0
89.47,24.0,452.0
87.25,23.0,480.0
86.4,22.0,458.0
84.8,22.0,394.0
