utc_timestamp,AT_price_day_ahead,DK_1_price_day_ahead,DK_2_price_day_ahead
2015-01-01T00:00:00Z,35,0,0
2015-01-01T01:00:00Z,45,16.04,16.04
2015-01-01T02:00:00Z,41,14.6,14.6
2015-01-01T03:00:00Z,38,14.95,14.95
2015-01-01T04:00:00Z,35,14.5,14.5
2015-01-01T05:00:00Z,35,10.76,10.76
2015-01-01T06:00:00Z,36,12.01,12.01
2015-01-01T07:00:00Z,36,12.39,12.39
2015-01-01T08:00:00Z,41,14.04,14.04
2015-01-01T09:00:00Z,45,14.68,14.68
2015-01-01T10:00:00Z,50,16.08,16.08
2015-01-01T11:00:00Z,51,16.08,16.08
2015-01-01T12:00:00Z,48,16.05,25.42
2015-01-01T13:00:00Z,47,16.04,26.78
2015-01-01T14:00:00Z,46,16.1,27.51
2015-01-01T15:00:00Z,51,23.93,28.32
2015-01-01T16:00:00Z,61,26.9,28.36
2015-01-01T17:00:00Z,58,26.36,28.18
2015-01-01T18:00:00Z,54,23.98,27.81
2015-01-01T19:00:00Z,44,16.09,16.09
2015-01-01T20:00:00Z,35,14.08,14.08
2015-01-01T21:00:00Z,33,12.44,12.44
2015-01-01T22:00:00Z,21,0.04,0.04
2015-01-01T23:00:00Z,15,-12.11,-12.11
2015-01-02T00:00:00Z,9,-19.63,-19.63
2015-01-02T01:00:00Z,5,-19.37,-19.37
2015-01-02T02:00:00Z,-5,-31.41,-31.41
2015-01-02T03:00:00Z,-4,-31.41,-31.41
2015-01-02T04:00:00Z,-4,-13.48,-13.48
2015-01-02T05:00:00Z,9,0.08,0.08
2015-01-02T06:00:00Z,26,10.06,28.37
2015-01-02T07:00:00Z,36,14.25,28.37
2015-01-02T08:00:00Z,42,14.56,28.32
2015-01-02T09:00:00Z,41,14.64,28.3
2015-01-02T10:00:00Z,45,15.08,28.39
2015-01-02T11:00:00Z,47,15.41,28.3
2015-01-02T12:00:00Z,46,14.52,28.24
2015-01-02T13:00:00Z,44,14.7,28.12
2015-01-02T14:00:00Z,44,14.66,28.23
2015-01-02T15:00:00Z,53,16.09,28.59
2015-01-02T16:00:00Z,65,25.1,28.73
2015-01-02T17:00:00Z,62,25.06,28.48
2015-01-02T18:00:00Z,52,18.34,28.38
2015-01-02T19:00:00Z,41,14.26,15
2015-01-02T20:00:00Z,30,12.22,12.22
2015-01-02T21:00:00Z,28,8,10.4
2015-01-02T22:00:00Z,21,-0.33,-0.33
2015-01-02T23:00:00Z,6,-0.08,-0.08
2015-01-03T00:00:00Z,0,-0.07,-0.07
2015-01-03T01:00:00Z,-2,-5.03,-5.03
2015-01-03T02:00:00Z,-1,0.01,0.01
2015-01-03T03:00:00Z,2,-0.04,-0.04
2015-01-03T04:00:00Z,4,0.03,0.03
2015-01-03T05:00:00Z,8,-8.67,-8.67
2015-01-03T06:00:00Z,15,4.46,4.46
2015-01-03T07:00:00Z,16,9.9,9.9
2015-01-03T08:00:00Z,19,14.29,14.29
2015-01-03T09:00:00Z,22,16.73,16.73
2015-01-03T10:00:00Z,24,22.31,22.31
2015-01-03T11:00:00Z,24,23.03,23.03
2015-01-03T12:00:00Z,24,22.4,22.4
2015-01-03T13:00:00Z,27,27.07,27.81
2015-01-03T14:00:00Z,29,28.29,28.37
2015-01-03T15:00:00Z,32,28.6,29.23
2015-01-03T16:00:00Z,40,28.88,29.53
2015-01-03T17:00:00Z,41,28.78,29.75
2015-01-03T18:00:00Z,37,28.54,29.46
2015-01-03T19:00:00Z,31,28.34,28.69
2015-01-03T20:00:00Z,27,27.26,27.93
2015-01-03T21:00:00Z,21,27.7,27.7
2015-01-03T22:00:00Z,14,14.27,14.27
2015-01-03T23:00:00Z,14,9.32,9.32
2015-01-04T00:00:00Z,11,0.1,0.1
2015-01-04T01:00:00Z,9,0.1,0.1
2015-01-04T02:00:00Z,5,0.1,0.1
2015-01-04T03:00:00Z,2,0.11,0.11
2015-01-04T04:00:00Z,1,6.8,6.8
2015-01-04T05:00:00Z,-1,14.95,14.95
2015-01-04T06:00:00Z,3,25.49,25.49
2015-01-04T07:00:00Z,7,26.28,27.63
2015-01-04T08:00:00Z,11,27.32,28.03
2015-01-04T09:00:00Z,14,27.56,28.24
2015-01-04T10:00:00Z,18,27.32,28.32
2015-01-04T11:00:00Z,17,27.08,28.24
2015-01-04T12:00:00Z,13,26.33,28.27
2015-01-04T13:00:00Z,13,27.42,28.32
2015-01-04T14:00:00Z,14,28.37,28.7
2015-01-04T15:00:00Z,15,28.65,29.58
2015-01-04T16:00:00Z,23,28.94,29.92
2015-01-04T17:00:00Z,29,29.59,29.91
2015-01-04T18:00:00Z,29,29.42,29.77
2015-01-04T19:00:00Z,22,28.92,29.45
2015-01-04T20:00:00Z,20,28.66,29.06
2015-01-04T21:00:00Z,22,29.03,29.03
2015-01-04T22:00:00Z,14,27.68,27.68
2015-01-04T23:00:00Z,19,28.19,29.06
2015-01-05T00:00:00Z,18,28.15,28.88
2015-01-05T01:00:00Z,17,28.13,28.87
2015-01-05T02:00:00Z,16,28.05,28.05
2015-01-05T03:00:00Z,17,28.04,29.34
2015-01-05T04:00:00Z,21,27.01,30.33
2015-01-05T05:00:00Z,32,27.6,31.39
2015-01-05T06:00:00Z,38,33.62,32.84
2015-01-05T07:00:00Z,42,38.15,38.15
2015-01-05T08:00:00Z,45,41.51,41.51
2015-01-05T09:00:00Z,45,40.46,40.46
2015-01-05T10:00:00Z,47,40.97,40.97
2015-01-05T11:00:00Z,48,40.72,40.72
2015-01-05T12:00:00Z,48,41.92,41.92
2015-01-05T13:00:00Z,48,42,42
2015-01-05T14:00:00Z,49,43.1,43.1
2015-01-05T15:00:00Z,48,46.7,46.7
2015-01-05T16:00:00Z,58,56.78,56.78
2015-01-05T17:00:00Z,60,58.84,58.84
2015-01-05T18:00:00Z,52,49.23,49.23
2015-01-05T19:00:00Z,44,44.32,44.32
2015-01-05T20:00:00Z,39,35.86,35.86
2015-01-05T21:00:00Z,36,32.56,32.56
2015-01-05T22:00:00Z,32,30.03,30.03
2015-01-05T23:00:00Z,31,30.02,30.02
2015-01-06T00:00:00Z,29,29.81,29.81
2015-01-06T01:00:00Z,28,29.41,29.41
2015-01-06T02:00:00Z,27,27.89,29.11
2015-01-06T03:00:00Z,28,27.89,29.5
2015-01-06T04:00:00Z,29,28.01,29.64
2015-01-06T05:00:00Z,35,29.67,29.67
2015-01-06T06:00:00Z,42,30.03,30.03
2015-01-06T07:00:00Z,46,30.5,40.76
2015-01-06T08:00:00Z,45,30.35,30.35
2015-01-06T09:00:00Z,43,30.53,30.53
2015-01-06T10:00:00Z,42,29.91,30.47
2015-01-06T11:00:00Z,40,29.62,30.06
2015-01-06T12:00:00Z,39,29.58,29.98
2015-01-06T13:00:00Z,39,29.57,29.99
2015-01-06T14:00:00Z,41,29.62,30.48
2015-01-06T15:00:00Z,44,29.99,30.83
2015-01-06T16:00:00Z,52,29.65,31.04
2015-01-06T17:00:00Z,52,29.58,30.52
2015-01-06T18:00:00Z,46,29,29.99
2015-01-06T19:00:00Z,38,28.45,29.61
2015-01-06T20:00:00Z,35,28.15,29.15
2015-01-06T21:00:00Z,33,28.08,28.11
2015-01-06T22:00:00Z,29,26.97,27.32
2015-01-06T23:00:00Z,28,26.35,26.35
2015-01-07T00:00:00Z,27,26.08,26.08
2015-01-07T01:00:00Z,26,26.03,26.03
2015-01-07T02:00:00Z,26,26.17,26.17
2015-01-07T03:00:00Z,27,26.1,26.74
2015-01-07T04:00:00Z,27,26.84,28.11
2015-01-07T05:00:00Z,32,30.07,30.27
2015-01-07T06:00:00Z,42,33.17,33.17
2015-01-07T07:00:00Z,49,34.1,34.1
2015-01-07T08:00:00Z,50,33.28,33.28
2015-01-07T09:00:00Z,49,34.08,34.08
2015-01-07T10:00:00Z,49,33.63,33.63
2015-01-07T11:00:00Z,48,32.76,33.11
2015-01-07T12:00:00Z,47,30.65,33.2
2015-01-07T13:00:00Z,46,30.31,33.61
2015-01-07T14:00:00Z,45,29.79,37.43
2015-01-07T15:00:00Z,47,30.72,40.71
2015-01-07T16:00:00Z,53,29.56,49.85
2015-01-07T17:00:00Z,51,28.84,38.06
2015-01-07T18:00:00Z,43,28.2,33.19
2015-01-07T19:00:00Z,36,27.75,31.12
2015-01-07T20:00:00Z,31,27.42,29.84
2015-01-07T21:00:00Z,25,26.7,28.72
2015-01-07T22:00:00Z,22,22.11,27.47
2015-01-07T23:00:00Z,21,21.92,26.51
2015-01-08T00:00:00Z,19,19.35,25.07
2015-01-08T01:00:00Z,14,16.11,24.57
2015-01-08T02:00:00Z,14,14.93,24.44
2015-01-08T03:00:00Z,15,15,24.54
2015-01-08T04:00:00Z,15,19.04,26.04
2015-01-08T05:00:00Z,21,26.17,28.19
2015-01-08T06:00:00Z,28,29.41,29.41
2015-01-08T07:00:00Z,33,28.1,29.66
2015-01-08T08:00:00Z,33,28.23,29.52
2015-01-08T09:00:00Z,33,28.35,29.57
2015-01-08T10:00:00Z,35,28.46,29.72
2015-01-08T11:00:00Z,34,28.46,29.72
2015-01-08T12:00:00Z,34,28.6,29.85
2015-01-08T13:00:00Z,34,28.45,30.22
2015-01-08T14:00:00Z,34,28.24,30.83
2015-01-08T15:00:00Z,36,28.43,31.69
2015-01-08T16:00:00Z,39,28.4,32.03
2015-01-08T17:00:00Z,37,27.98,31.05
2015-01-08T18:00:00Z,34,27.69,30.37
2015-01-08T19:00:00Z,26,27.46,29.44
2015-01-08T20:00:00Z,23,27.31,28.62
2015-01-08T21:00:00Z,19,26.71,27.4
2015-01-08T22:00:00Z,13,15.93,25.91
2015-01-08T23:00:00Z,11,11.55,25.89
2015-01-09T00:00:00Z,10,13.47,25.37
2015-01-09T01:00:00Z,6,11.23,25.17
2015-01-09T02:00:00Z,4,16,25.12
2015-01-09T03:00:00Z,3,16.26,25.46
2015-01-09T04:00:00Z,8,19.94,26.88
2015-01-09T05:00:00Z,17,24.36,28.17
2015-01-09T06:00:00Z,24,29.24,29.24
2015-01-09T07:00:00Z,25,27.45,29.71
2015-01-09T08:00:00Z,25,27.38,29.11
2015-01-09T09:00:00Z,24,27.33,29.74
2015-01-09T10:00:00Z,24,27.23,30.46
2015-01-09T11:00:00Z,23,27.15,30.51
2015-01-09T12:00:00Z,22,27.08,29.95
2015-01-09T13:00:00Z,21,27.03,29.17
2015-01-09T14:00:00Z,21,27.02,29.47
2015-01-09T15:00:00Z,21,27.12,30.09
2015-01-09T16:00:00Z,26,27.15,30.99
2015-01-09T17:00:00Z,26,27.1,30.63
2015-01-09T18:00:00Z,23,27.02,29.91
2015-01-09T19:00:00Z,20,26.96,28.85
2015-01-09T20:00:00Z,18,26.69,28.32
2015-01-09T21:00:00Z,17,21.64,27.89
2015-01-09T22:00:00Z,11,14.72,26.74
2015-01-09T23:00:00Z,14,21.94,27.84
2015-01-10T00:00:00Z,9,25.08,27.21
2015-01-10T01:00:00Z,5,20.91,27.04
2015-01-10T02:00:00Z,5,20.68,27.47
2015-01-10T03:00:00Z,1,21.91,27.71
2015-01-10T04:00:00Z,-1,12.28,27.91
2015-01-10T05:00:00Z,-1,7.19,27.97
2015-01-10T06:00:00Z,5,9.31,28.43
2015-01-10T07:00:00Z,10,11.35,28.55
2015-01-10T08:00:00Z,12,15.87,28.56
2015-01-10T09:00:00Z,14,15.84,28.58
2015-01-10T10:00:00Z,14,14.83,28.42
2015-01-10T11:00:00Z,14,15.83,28.24
2015-01-10T12:00:00Z,9,14.85,27.96
2015-01-10T13:00:00Z,8,11.42,27.84
2015-01-10T14:00:00Z,7,11.34,27.86
2015-01-10T15:00:00Z,10,14.15,28.13
2015-01-10T16:00:00Z,17,17.09,28.36
2015-01-10T17:00:00Z,17,18.87,28.1
2015-01-10T18:00:00Z,15,13.44,27.71
2015-01-10T19:00:00Z,11,15.82,27.86
2015-01-10T20:00:00Z,9,11.51,27.64
2015-01-10T21:00:00Z,9,11.81,26.46
2015-01-10T22:00:00Z,2,5.08,25.54
2015-01-10T23:00:00Z,-7,0.05,24.97
2015-01-11T00:00:00Z,-12,-2.06,24.22
2015-01-11T01:00:00Z,-16,-4.11,24.03
2015-01-11T02:00:00Z,-16,-5.06,23.44
2015-01-11T03:00:00Z,-20,-4.12,23.56
2015-01-11T04:00:00Z,-21,-0.74,23.91
2015-01-11T05:00:00Z,-23,-0.09,23.9
2015-01-11T06:00:00Z,-6,0.05,24.71
2015-01-11T07:00:00Z,-7,0.11,25.18
2015-01-11T08:00:00Z,4,4.05,25.95
2015-01-11T09:00:00Z,7,5.61,27.11
2015-01-11T10:00:00Z,10,9.91,27.84
2015-01-11T11:00:00Z,8,8.71,27.65
2015-01-11T12:00:00Z,3,0.11,27.68
2015-01-11T13:00:00Z,2,0.11,27.65
2015-01-11T14:00:00Z,1,0.15,27.8
2015-01-11T15:00:00Z,4,6.73,28.6
2015-01-11T16:00:00Z,14,13.72,28.97
2015-01-11T17:00:00Z,15,12.44,29.1
2015-01-11T18:00:00Z,14,14.88,28.9
2015-01-11T19:00:00Z,10,9.63,28.57
2015-01-11T20:00:00Z,8,9.29,28.16
2015-01-11T21:00:00Z,6,10.18,27.98
2015-01-11T22:00:00Z,1,0.12,27.64
2015-01-11T23:00:00Z,-8,9.3,28.47
2015-01-12T00:00:00Z,-16,2.87,28.1
2015-01-12T01:00:00Z,-16,0.09,27.95
2015-01-12T02:00:00Z,-16,0.1,28.07
2015-01-12T03:00:00Z,-16,0.07,28.48
2015-01-12T04:00:00Z,2,0.11,27.83
2015-01-12T05:00:00Z,18,10.05,29.53
2015-01-12T06:00:00Z,25,17.03,34.59
2015-01-12T07:00:00Z,31,17.92,34.63
2015-01-12T08:00:00Z,30,17.66,34.03
2015-01-12T09:00:00Z,30,17.66,30.84
2015-01-12T10:00:00Z,31,17.41,30.07
2015-01-12T11:00:00Z,30,15.43,29.33
2015-01-12T12:00:00Z,30,14.59,29.39
2015-01-12T13:00:00Z,30,6.63,28.98
2015-01-12T14:00:00Z,31,0.15,29.49
2015-01-12T15:00:00Z,31,15.63,29.7
2015-01-12T16:00:00Z,35,18.34,30.25
2015-01-12T17:00:00Z,34,17.86,29.97
2015-01-12T18:00:00Z,34,16.78,28.93
2015-01-12T19:00:00Z,29,15.68,28.26
2015-01-12T20:00:00Z,24,13.91,27.8
2015-01-12T21:00:00Z,19,14.91,27.63
2015-01-12T22:00:00Z,11,9.1,9.1
2015-01-12T23:00:00Z,16,9.27,9.27
2015-01-13T00:00:00Z,13,10.42,10.42
2015-01-13T01:00:00Z,12,11.16,11.16
2015-01-13T02:00:00Z,12,15.9,28.02
2015-01-13T03:00:00Z,12,17.81,28.95
2015-01-13T04:00:00Z,15,19.92,29.88
2015-01-13T05:00:00Z,25,21.05,31.84
2015-01-13T06:00:00Z,38,32.37,35.04
2015-01-13T07:00:00Z,36,32.28,35.65
2015-01-13T08:00:00Z,33,28.47,34.95
2015-01-13T09:00:00Z,29,26.07,34.87
2015-01-13T10:00:00Z,29,25.22,34.5
2015-01-13T11:00:00Z,29,25.25,33.87
2015-01-13T12:00:00Z,30,24.91,33.82
2015-01-13T13:00:00Z,30,25.62,34.3
2015-01-13T14:00:00Z,32,28.91,34.76
2015-01-13T15:00:00Z,35,26.98,36.61
2015-01-13T16:00:00Z,42,27.12,42.16
2015-01-13T17:00:00Z,42,26.98,41.99
2015-01-13T18:00:00Z,38,26.87,37.75
2015-01-13T19:00:00Z,34,26.68,31.57
2015-01-13T20:00:00Z,30,26.42,30.77
2015-01-13T21:00:00Z,29,27.02,29.86
2015-01-13T22:00:00Z,25,18.36,28.64
2015-01-13T23:00:00Z,20,16.06,16.06
2015-01-14T00:00:00Z,18,15.02,15.02
2015-01-14T01:00:00Z,16,11.99,11.99
2015-01-14T02:00:00Z,15,13.68,13.68
2015-01-14T03:00:00Z,15,13.91,13.91
2015-01-14T04:00:00Z,18,16.26,16.26
2015-01-14T05:00:00Z,27,27.32,28.08
2015-01-14T06:00:00Z,37,30.86,30.86
2015-01-14T07:00:00Z,39,28.92,32.52
2015-01-14T08:00:00Z,34,28.76,31.63
2015-01-14T09:00:00Z,32,29,30.49
2015-01-14T10:00:00Z,32,28.51,30.32
2015-01-14T11:00:00Z,32,27.59,29.7
2015-01-14T12:00:00Z,31,27.73,29.58
2015-01-14T13:00:00Z,32,27.85,30.37
2015-01-14T14:00:00Z,35,28.85,32.28
2015-01-14T15:00:00Z,38,30.79,33.89
2015-01-14T16:00:00Z,46,31.87,35.93
2015-01-14T17:00:00Z,45,29.99,34.72
2015-01-14T18:00:00Z,40,28.55,32.79
2015-01-14T19:00:00Z,34,28.53,29.75
2015-01-14T20:00:00Z,31,27.96,29.31
2015-01-14T21:00:00Z,30,23.73,23.73
2015-01-14T22:00:00Z,23,16.29,16.29
2015-01-14T23:00:00Z,22,24.36,24.36
2015-01-15T00:00:00Z,21,21.59,21.59
2015-01-15T01:00:00Z,18,15.46,15.46
2015-01-15T02:00:00Z,17,15.44,15.44
2015-01-15T03:00:00Z,16,15.43,15.43
2015-01-15T04:00:00Z,17,15.47,15.47
2015-01-15T05:00:00Z,27,25.85,29.66
2015-01-15T06:00:00Z,33,26.28,31.92
2015-01-15T07:00:00Z,33,26.55,33.85
2015-01-15T08:00:00Z,31,26.42,30.9
2015-01-15T09:00:00Z,29,26.36,29.97
2015-01-15T10:00:00Z,29,26.23,29.42
2015-01-15T11:00:00Z,28,26.12,29.1
2015-01-15T12:00:00Z,27,26.18,28.99
2015-01-15T13:00:00Z,27,26.3,28.94
2015-01-15T14:00:00Z,28,26.37,28.9
2015-01-15T15:00:00Z,28,26.76,29.94
2015-01-15T16:00:00Z,33,26.89,31
2015-01-15T17:00:00Z,32,26.65,30.84
2015-01-15T18:00:00Z,30,26.41,29.86
2015-01-15T19:00:00Z,26,26.05,28.95
2015-01-15T20:00:00Z,24,22.05,22.05
2015-01-15T21:00:00Z,21,19.01,19.01
2015-01-15T22:00:00Z,13,12.01,12.01
2015-01-15T23:00:00Z,13,6.95,9.78
2015-01-16T00:00:00Z,12,6.73,11.64
2015-01-16T01:00:00Z,12,6.8,9.72
2015-01-16T02:00:00Z,13,6.76,10.56
2015-01-16T03:00:00Z,13,6.74,14.11
2015-01-16T04:00:00Z,16,0.94,16.02
2015-01-16T05:00:00Z,26,15,28.74
2015-01-16T06:00:00Z,37,25.09,30.02
2015-01-16T07:00:00Z,40,23.66,30.42
2015-01-16T08:00:00Z,41,22.52,29.99
2015-01-16T09:00:00Z,41,24.3,29.87
2015-01-16T10:00:00Z,41,22.94,29.79
2015-01-16T11:00:00Z,41,21.96,29.36
2015-01-16T12:00:00Z,42,24.32,29.16
2015-01-16T13:00:00Z,43,26.51,29.23
2015-01-16T14:00:00Z,44,23.91,29.55
2015-01-16T15:00:00Z,47,27.43,30.27
2015-01-16T16:00:00Z,53,29.07,38.56
2015-01-16T17:00:00Z,53,30.08,46.19
2015-01-16T18:00:00Z,50,27.83,29.94
2015-01-16T19:00:00Z,46,27.4,28.92
2015-01-16T20:00:00Z,40,26.95,29.06
2015-01-16T21:00:00Z,37,26.85,28.9
2015-01-16T22:00:00Z,33,26.75,28.1
2015-01-16T23:00:00Z,29,26.88,28
2015-01-17T00:00:00Z,27,26.78,26.81
2015-01-17T01:00:00Z,27,26.67,26.67
2015-01-17T02:00:00Z,25,26.7,26.7
2015-01-17T03:00:00Z,25,26.66,26.66
2015-01-17T04:00:00Z,24,26.74,27.24
2015-01-17T05:00:00Z,25,26.87,27.34
2015-01-17T06:00:00Z,29,27.2,28.45
2015-01-17T07:00:00Z,34,27.61,29.02
2015-01-17T08:00:00Z,38,27.99,29.72
2015-01-17T09:00:00Z,39,28.35,29.59
2015-01-17T10:00:00Z,39,28.53,29.45
2015-01-17T11:00:00Z,35,27.42,29.07
2015-01-17T12:00:00Z,33,27.52,28.53
2015-01-17T13:00:00Z,33,27.09,28.62
2015-01-17T14:00:00Z,34,27.27,29.13
2015-01-17T15:00:00Z,36,27.78,30.07
2015-01-17T16:00:00Z,42,28.23,40.05
2015-01-17T17:00:00Z,44,28.1,30.9
2015-01-17T18:00:00Z,39,27.74,29.78
2015-01-17T19:00:00Z,32,27.24,28.25
2015-01-17T20:00:00Z,29,26.93,28.19
2015-01-17T21:00:00Z,29,27.46,28.13
2015-01-17T22:00:00Z,22,24.5,27.4
2015-01-17T23:00:00Z,22,23.35,26.24
2015-01-18T00:00:00Z,19,21.19,25.93
2015-01-18T01:00:00Z,18,22.24,25.55
2015-01-18T02:00:00Z,19,22.31,25.62
2015-01-18T03:00:00Z,19,22.32,25.29
2015-01-18T04:00:00Z,18,22.11,25.68
2015-01-18T05:00:00Z,17,24.9,26.28
2015-01-18T06:00:00Z,18,26.68,26.68
2015-01-18T07:00:00Z,20,27.03,27.03
2015-01-18T08:00:00Z,25,27.22,27.86
2015-01-18T09:00:00Z,28,27.24,28.16
2015-01-18T10:00:00Z,30,28.22,28.29
2015-01-18T11:00:00Z,31,28.15,28.15
2015-01-18T12:00:00Z,31,27.85,27.91
2015-01-18T13:00:00Z,28,28.17,28.27
2015-01-18T14:00:00Z,31,29.24,29.24
2015-01-18T15:00:00Z,27,30.44,30.44
2015-01-18T16:00:00Z,35,31.94,32.47
2015-01-18T17:00:00Z,38,32.45,32.45
2015-01-18T18:00:00Z,36,30.94,30.94
2015-01-18T19:00:00Z,37,29.8,29.8
2015-01-18T20:00:00Z,34,29.63,29.67
2015-01-18T21:00:00Z,34,28.54,29.76
2015-01-18T22:00:00Z,32,28.42,28.49
2015-01-18T23:00:00Z,25,27.92,27.92
2015-01-19T00:00:00Z,23,27.7,27.7
2015-01-19T01:00:00Z,24,27.65,27.65
2015-01-19T02:00:00Z,24,27.73,27.73
2015-01-19T03:00:00Z,24,28.07,28.07
2015-01-19T04:00:00Z,26,28.92,28.92
2015-01-19T05:00:00Z,34,31.12,31.12
2015-01-19T06:00:00Z,48,37.83,37.83
2015-01-19T07:00:00Z,51,45.36,45.36
2015-01-19T08:00:00Z,52,42.65,42.65
2015-01-19T09:00:00Z,50,36.31,36.31
2015-01-19T10:00:00Z,50,34.41,34.41
2015-01-19T11:00:00Z,50,44.97,44.97
2015-01-19T12:00:00Z,50,46.15,46.15
2015-01-19T13:00:00Z,49,46.08,46.08
2015-01-19T14:00:00Z,49,34.37,34.37
2015-01-19T15:00:00Z,51,33.73,33.73
2015-01-19T16:00:00Z,55,41.95,41.95
2015-01-19T17:00:00Z,56,33.12,33.12
2015-01-19T18:00:00Z,51,31.46,31.46
2015-01-19T19:00:00Z,47,30.27,30.27
2015-01-19T20:00:00Z,41,29.74,29.74
2015-01-19T21:00:00Z,38,28.98,28.98
2015-01-19T22:00:00Z,32,28.46,28.46
2015-01-19T23:00:00Z,32,28.62,28.62
2015-01-20T00:00:00Z,31,28.22,28.22
2015-01-20T01:00:00Z,30,28.07,28.07
2015-01-20T02:00:00Z,31,28.02,28.02
2015-01-20T03:00:00Z,29,28.39,28.39
2015-01-20T04:00:00Z,31,29.17,29.17
2015-01-20T05:00:00Z,44,31.76,31.76
2015-01-20T06:00:00Z,53,50.08,50.08
2015-01-20T07:00:00Z,56,57.52,57.52
2015-01-20T08:00:00Z,56,53.7,53.7
2015-01-20T09:00:00Z,55,53.01,53.01
2015-01-20T10:00:00Z,54,53.02,53.02
2015-01-20T11:00:00Z,52,47.73,47.73
2015-01-20T12:00:00Z,51,47.76,47.76
2015-01-20T13:00:00Z,50,47.69,47.69
2015-01-20T14:00:00Z,50,44.49,44.49
2015-01-20T15:00:00Z,51,46.11,46.11
2015-01-20T16:00:00Z,56,57.48,57.48
2015-01-20T17:00:00Z,60,46.12,47.8
2015-01-20T18:00:00Z,55,44.4,44.4
2015-01-20T19:00:00Z,48,30.69,30.69
2015-01-20T20:00:00Z,43,30.45,30.45
2015-01-20T21:00:00Z,39,29.51,29.51
2015-01-20T22:00:00Z,33,28.5,28.5
2015-01-20T23:00:00Z,,28.12,28.12
2015-01-21T00:00:00Z,,27.87,27.87
2015-01-21T01:00:00Z,,27.78,27.78
2015-01-21T02:00:00Z,,27.85,27.85
2015-01-21T03:00:00Z,,28.24,28.24
2015-01-21T04:00:00Z,,29.59,29.59
2015-01-21T05:00:00Z,,33.04,33.04
2015-01-21T06:00:00Z,,49.67,49.67
2015-01-21T07:00:00Z,,55.34,55.34
2015-01-21T08:00:00Z,,55.33,55.33
2015-01-21T09:00:00Z,,54.96,54.96
2015-01-21T10:00:00Z,,53.44,53.44
2015-01-21T11:00:00Z,,48.49,48.49
2015-01-21T12:00:00Z,,48.4,48.4
2015-01-21T13:00:00Z,,48,48
2015-01-21T14:00:00Z,,48.8,48.8
2015-01-21T15:00:00Z,,51.02,51.02
2015-01-21T16:00:00Z,,55.47,55.47
2015-01-21T17:00:00Z,,55.36,55.36
2015-01-21T18:00:00Z,,38.08,46.79
2015-01-21T19:00:00Z,,33.28,33.28
2015-01-21T20:00:00Z,,32.96,32.96
2015-01-21T21:00:00Z,,31.76,31.76
2015-01-21T22:00:00Z,,29.55,29.55
2015-01-21T23:00:00Z,31,28.96,28.96
2015-01-22T00:00:00Z,30,28.69,28.69
2015-01-22T01:00:00Z,29,28.31,28.31
2015-01-22T02:00:00Z,29,28.26,28.26
2015-01-22T03:00:00Z,30,28.82,28.82
2015-01-22T04:00:00Z,33,30.34,30.34
2015-01-22T05:00:00Z,39,35.24,35.24
2015-01-22T06:00:00Z,50,47.25,47.25
2015-01-22T07:00:00Z,54,53.79,53.79
2015-01-22T08:00:00Z,55,49.31,49.31
2015-01-22T09:00:00Z,55,49.32,49.32
2015-01-22T10:00:00Z,55,48.69,48.69
2015-01-22T11:00:00Z,53,47.46,47.46
2015-01-22T12:00:00Z,52,45.84,45.84
2015-01-22T13:00:00Z,51,48.3,48.3
2015-01-22T14:00:00Z,51,48.79,48.79
2015-01-22T15:00:00Z,51,51.99,51.99
2015-01-22T16:00:00Z,56,58.35,58.35
2015-01-22T17:00:00Z,59,55.62,56.99
2015-01-22T18:00:00Z,52,44.83,49.81
2015-01-22T19:00:00Z,46,43.2,43.2
2015-01-22T20:00:00Z,40,39.86,39.86
2015-01-22T21:00:00Z,39,32.62,32.62
2015-01-22T22:00:00Z,33,30.22,30.22
2015-01-22T23:00:00Z,,30.08,30.08
2015-01-23T00:00:00Z,,29.25,29.25
2015-01-23T01:00:00Z,,28.86,28.86
2015-01-23T02:00:00Z,,28.78,28.78
2015-01-23T03:00:00Z,,29.39,29.39
2015-01-23T04:00:00Z,,31.71,31.71
2015-01-23T05:00:00Z,,35.38,35.38
2015-01-23T06:00:00Z,,54.28,54.28
2015-01-23T07:00:00Z,,53.56,53.56
2015-01-23T08:00:00Z,,57.68,57.68
2015-01-23T09:00:00Z,,56.97,56.97
2015-01-23T10:00:00Z,,55.75,55.75
2015-01-23T11:00:00Z,,48.09,48.09
2015-01-23T12:00:00Z,,46.43,46.43
2015-01-23T13:00:00Z,,44.76,44.76
2015-01-23T14:00:00Z,,38.92,38.92
2015-01-23T15:00:00Z,,44.1,44.1
2015-01-23T16:00:00Z,,48.06,49.98
2015-01-23T17:00:00Z,,44.82,47.99
2015-01-23T18:00:00Z,,26.77,43.66
2015-01-23T19:00:00Z,,29.05,31.47
2015-01-23T20:00:00Z,,31.13,31.13
2015-01-23T21:00:00Z,,26.11,30.17
2015-01-23T22:00:00Z,,27.89,29.1
2015-01-23T23:00:00Z,31,27.46,28.48
2015-01-24T00:00:00Z,30,27.04,27.06
2015-01-24T01:00:00Z,28,24.44,26.46
2015-01-24T02:00:00Z,27,24.29,26.25
2015-01-24T03:00:00Z,26,24.78,26.36
2015-01-24T04:00:00Z,25,24.99,26.71
2015-01-24T05:00:00Z,25,23.94,27.16
2015-01-24T06:00:00Z,27,24.26,27.75
